deal_id,stage,stage_order,stage_duration_days,rep,region,segment,seller_tenure_years,seller_tenure_bucket,approval_count,quote_revisions,outcome
2087,Opportunity,3,7.91,REP_113,North America,Mid-Market,3.0,1-3,1,4,Lost
2088,Lead,1,2.0,REP_023,LATAM,Mid-Market,2.9,1-3,3,1,Won
2088,Qualify,2,2.62,REP_023,LATAM,Mid-Market,2.9,1-3,3,1,Won
2088,Opportunity,3,7.8,REP_023,LATAM,Mid-Market,2.9,1-3,3,1,Won
2088,Quote,4,6.93,REP_023,LATAM,Mid-Market,2.9,1-3,3,1,Won
2088,Close,5,2.85,REP_023,LATAM,Mid-Market,2.9,1-3,3,1,Won
2089,Lead,1,5.06,REP_167,APAC,Mid-Market,4.0,3-6,1,0,Lost
2089,Qualify,2,4.01,REP_167,APAC,Mid-Market,4.0,3-6,1,0,Lost
2089,Opportunity,3,9.91,REP_167,APAC,Mid-Market,4.0,3-6,1,0,Lost
2089,Quote,4,10.31,REP_167,APAC,Mid-Market,4.0,3-6,1,0,Lost
2090,Lead,1,2.1,REP_144,EMEA,SMB,4.8,3-6,3,0,Lost
2091,Lead,1,2.59,REP_055,EMEA,Mid-Market,2.0,1-3,4,1,Lost
2091,Qualify,2,14.09,REP_055,EMEA,Mid-Market,2.0,1-3,4,1,Lost
2091,Opportunity,3,8.49,REP_055,EMEA,Mid-Market,2.0,1-3,4,1,Lost
2091,Quote,4,3.21,REP_055,EMEA,Mid-Market,2.0,1-3,4,1,Lost
2092,Lead,1,2.83,REP_099,North America,Mid-Market,4.0,3-6,3,4,Won
2092,Qualify,2,4.52,REP_099,North America,Mid-Market,4.0,3-6,3,4,Won
2092,Opportunity,3,15.26,REP_099,North America,Mid-Market,4.0,3-6,3,4,Won
2092,Quote,4,11.95,REP_099,North America,Mid-Market,4.0,3-6,3,4,Won
2092,Close,5,1.23,REP_099,North America,Mid-Market,4.0,3-6,3,4,Won
2093,Lead,1,1.1,REP_070,North America,SMB,1.0,1-3,1,0,Lost
2093,Qualify,2,6.34,REP_070,North America,SMB,1.0,1-3,1,0,Lost
2093,Opportunity,3,3.53,REP_070,North America,SMB,1.0,1-3,1,0,Lost
2094,Lead,1,2.83,REP_098,North America,Mid-Market,6.3,6+,1,0,Won
2094,Qualify,2,4.91,REP_098,North America,Mid-Market,6.3,6+,1,0,Won
2094,Opportunity,3,12.42,REP_098,North America,Mid-Market,6.3,6+,1,0,Won
2094,Quote,4,9.79,REP_098,North America,Mid-Market,6.3,6+,1,0,Won
2094,Close,5,0.99,REP_098,North America,Mid-Market,6.3,6+,1,0,Won
2095,Lead,1,1.91,REP_174,LATAM,Enterprise,3.9,3-6,4,1,Lost
2095,Qualify,2,3.47,REP_174,LATAM,Enterprise,3.9,3-6,4,1,Lost
2096,Lead,1,2.25,REP_162,APAC,SMB,5.5,3-6,3,2,Won
2096,Qualify,2,4.69,REP_162,APAC,SMB,5.5,3-6,3,2,Won
2096,Opportunity,3,2.41,REP_162,APAC,SMB,5.5,3-6,3,2,Won
2096,Quote,4,4.16,REP_162,APAC,SMB,5.5,3-6,3,2,Won
2096,Close,5,1.69,REP_162,APAC,SMB,5.5,3-6,3,2,Won
2097,Lead,1,2.03,REP_039,North America,Mid-Market,5.2,3-6,2,2,Won
2097,Qualify,2,5.51,REP_039,North America,Mid-Market,5.2,3-6,2,2,Won
2097,Opportunity,3,3.39,REP_039,North America,Mid-Market,5.2,3-6,2,2,Won
2097,Quote,4,11.99,REP_039,North America,Mid-Market,5.2,3-6,2,2,Won
2097,Close,5,3.42,REP_039,North America,Mid-Market,5.2,3-6,2,2,Won
2098,Lead,1,7.44,REP_175,North America,Enterprise,4.9,3-6,1,2,Lost
2098,Qualify,2,12.68,REP_175,North America,Enterprise,4.9,3-6,1,2,Lost
2098,Opportunity,3,8.72,REP_175,North America,Enterprise,4.9,3-6,1,2,Lost
2098,Quote,4,13.7,REP_175,North America,Enterprise,4.9,3-6,1,2,Lost
2099,Lead,1,1.02,REP_079,EMEA,Enterprise,4.8,3-6,3,0,Lost
2100,Lead,1,1.95,REP_127,North America,SMB,2.5,1-3,3,1,Lost
2100,Qualify,2,4.06,REP_127,North America,SMB,2.5,1-3,3,1,Lost
2100,Opportunity,3,7.65,REP_127,North America,SMB,2.5,1-3,3,1,Lost
2101,Lead,1,0.87,REP_138,EMEA,Mid-Market,4.9,3-6,3,1,Lost
2101,Qualify,2,2.7,REP_138,EMEA,Mid-Market,4.9,3-6,3,1,Lost
2101,Opportunity,3,7.39,REP_138,EMEA,Mid-Market,4.9,3-6,3,1,Lost
2102,Lead,1,4.12,REP_087,EMEA,Enterprise,2.1,1-3,2,0,Won
2102,Qualify,2,2.82,REP_087,EMEA,Enterprise,2.1,1-3,2,0,Won
2102,Opportunity,3,15.43,REP_087,EMEA,Enterprise,2.1,1-3,2,0,Won
2102,Quote,4,14.56,REP_087,EMEA,Enterprise,2.1,1-3,2,0,Won
2102,Close,5,2.69,REP_087,EMEA,Enterprise,2.1,1-3,2,0,Won
2103,Lead,1,2.11,REP_083,APAC,Mid-Market,0.5,0-1,2,0,Won
2103,Qualify,2,12.71,REP_083,APAC,Mid-Market,0.5,0-1,2,0,Won
2103,Opportunity,3,3.81,REP_083,APAC,Mid-Market,0.5,0-1,2,0,Won
2103,Quote,4,15.82,REP_083,APAC,Mid-Market,0.5,0-1,2,0,Won
2103,Close,5,6.23,REP_083,APAC,Mid-Market,0.5,0-1,2,0,Won
2104,Lead,1,2.57,REP_083,APAC,SMB,0.5,0-1,0,1,Won
2104,Qualify,2,8.1,REP_083,APAC,SMB,0.5,0-1,0,1,Won
2104,Opportunity,3,4.43,REP_083,APAC,SMB,0.5,0-1,0,1,Won
2104,Quote,4,2.87,REP_083,APAC,SMB,0.5,0-1,0,1,Won
2104,Close,5,0.44,REP_083,APAC,SMB,0.5,0-1,0,1,Won
2105,Lead,1,2.1,REP_156,EMEA,SMB,1.8,1-3,2,3,Won
2105,Qualify,2,4.17,REP_156,EMEA,SMB,1.8,1-3,2,3,Won
2105,Opportunity,3,12.04,REP_156,EMEA,SMB,1.8,1-3,2,3,Won
2105,Quote,4,3.0,REP_156,EMEA,SMB,1.8,1-3,2,3,Won
2105,Close,5,0.32,REP_156,EMEA,SMB,1.8,1-3,2,3,Won
2106,Lead,1,1.88,REP_070,North America,Mid-Market,1.0,1-3,0,0,Lost
2106,Qualify,2,5.55,REP_070,North America,Mid-Market,1.0,1-3,0,0,Lost
2107,Lead,1,1.58,REP_051,North America,SMB,7.0,6+,2,2,Won
2107,Qualify,2,10.6,REP_051,North America,SMB,7.0,6+,2,2,Won
2107,Opportunity,3,3.9,REP_051,North America,SMB,7.0,6+,2,2,Won
2107,Quote,4,3.79,REP_051,North America,SMB,7.0,6+,2,2,Won
2107,Close,5,0.92,REP_051,North America,SMB,7.0,6+,2,2,Won
2108,Lead,1,5.35,REP_066,EMEA,SMB,0.2,0-1,1,0,Lost
2108,Qualify,2,2.96,REP_066,EMEA,SMB,0.2,0-1,1,0,Lost
2108,Opportunity,3,6.59,REP_066,EMEA,SMB,0.2,0-1,1,0,Lost
2108,Quote,4,2.54,REP_066,EMEA,SMB,0.2,0-1,1,0,Lost
2109,Lead,1,3.03,REP_036,North America,SMB,3.3,3-6,1,1,Won
2109,Qualify,2,1.85,REP_036,North America,SMB,3.3,3-6,1,1,Won
2109,Opportunity,3,18.93,REP_036,North America,SMB,3.3,3-6,1,1,Won
2109,Quote,4,5.09,REP_036,North America,SMB,3.3,3-6,1,1,Won
2109,Close,5,1.55,REP_036,North America,SMB,3.3,3-6,1,1,Won
2110,Lead,1,6.0,REP_071,North America,Mid-Market,6.9,6+,1,4,Won
2110,Qualify,2,1.19,REP_071,North America,Mid-Market,6.9,6+,1,4,Won
2110,Opportunity,3,3.16,REP_071,North America,Mid-Market,6.9,6+,1,4,Won
2110,Quote,4,1.39,REP_071,North America,Mid-Market,6.9,6+,1,4,Won
2110,Close,5,9.71,REP_071,North America,Mid-Market,6.9,6+,1,4,Won
2111,Lead,1,1.22,REP_021,APAC,Mid-Market,2.4,1-3,2,1,Won
2111,Qualify,2,2.42,REP_021,APAC,Mid-Market,2.4,1-3,2,1,Won
2111,Opportunity,3,5.15,REP_021,APAC,Mid-Market,2.4,1-3,2,1,Won
2111,Quote,4,2.5,REP_021,APAC,Mid-Market,2.4,1-3,2,1,Won
2111,Close,5,1.07,REP_021,APAC,Mid-Market,2.4,1-3,2,1,Won
2112,Lead,1,4.34,REP_017,EMEA,Enterprise,6.1,6+,4,3,Won
2112,Qualify,2,4.61,REP_017,EMEA,Enterprise,6.1,6+,4,3,Won
2112,Opportunity,3,6.84,REP_017,EMEA,Enterprise,6.1,6+,4,3,Won
2112,Quote,4,12.76,REP_017,EMEA,Enterprise,6.1,6+,4,3,Won
2112,Close,5,1.04,REP_017,EMEA,Enterprise,6.1,6+,4,3,Won
2113,Lead,1,1.21,REP_131,North America,Mid-Market,5.8,3-6,1,2,Lost
2113,Qualify,2,4.91,REP_131,North America,Mid-Market,5.8,3-6,1,2,Lost
2113,Opportunity,3,2.73,REP_131,North America,Mid-Market,5.8,3-6,1,2,Lost
2113,Quote,4,6.26,REP_131,North America,Mid-Market,5.8,3-6,1,2,Lost
2114,Lead,1,4.49,REP_014,APAC,Enterprise,6.6,6+,5,2,Won
2114,Qualify,2,5.44,REP_014,APAC,Enterprise,6.6,6+,5,2,Won
2114,Opportunity,3,15.27,REP_014,APAC,Enterprise,6.6,6+,5,2,Won
2114,Quote,4,3.67,REP_014,APAC,Enterprise,6.6,6+,5,2,Won
2114,Close,5,1.32,REP_014,APAC,Enterprise,6.6,6+,5,2,Won
2115,Lead,1,3.09,REP_103,North America,Enterprise,3.7,3-6,1,2,Lost
2115,Qualify,2,4.13,REP_103,North America,Enterprise,3.7,3-6,1,2,Lost
2115,Opportunity,3,11.34,REP_103,North America,Enterprise,3.7,3-6,1,2,Lost
2115,Quote,4,6.43,REP_103,North America,Enterprise,3.7,3-6,1,2,Lost
2116,Lead,1,4.52,REP_141,EMEA,SMB,1.8,1-3,4,2,Won
2116,Qualify,2,3.19,REP_141,EMEA,SMB,1.8,1-3,4,2,Won
2116,Opportunity,3,3.11,REP_141,EMEA,SMB,1.8,1-3,4,2,Won
2116,Quote,4,0.86,REP_141,EMEA,SMB,1.8,1-3,4,2,Won
2116,Close,5,3.08,REP_141,EMEA,SMB,1.8,1-3,4,2,Won
2117,Lead,1,2.0,REP_131,North America,Mid-Market,5.8,3-6,2,0,Won
2117,Qualify,2,5.79,REP_131,North America,Mid-Market,5.8,3-6,2,0,Won
2117,Opportunity,3,1.11,REP_131,North America,Mid-Market,5.8,3-6,2,0,Won
2117,Quote,4,4.02,REP_131,North America,Mid-Market,5.8,3-6,2,0,Won
2117,Close,5,0.89,REP_131,North America,Mid-Market,5.8,3-6,2,0,Won
2118,Lead,1,1.48,REP_081,EMEA,SMB,2.4,1-3,2,2,Lost
2118,Qualify,2,3.32,REP_081,EMEA,SMB,2.4,1-3,2,2,Lost
2118,Opportunity,3,7.23,REP_081,EMEA,SMB,2.4,1-3,2,2,Lost
2118,Quote,4,2.04,REP_081,EMEA,SMB,2.4,1-3,2,2,Lost
2119,Lead,1,1.41,REP_035,North America,Enterprise,0.5,0-1,0,2,Won
2119,Qualify,2,12.47,REP_035,North America,Enterprise,0.5,0-1,0,2,Won
2119,Opportunity,3,7.96,REP_035,North America,Enterprise,0.5,0-1,0,2,Won
2119,Quote,4,6.93,REP_035,North America,Enterprise,0.5,0-1,0,2,Won
2119,Close,5,2.5,REP_035,North America,Enterprise,0.5,0-1,0,2,Won
2120,Lead,1,1.24,REP_168,APAC,SMB,6.4,6+,2,0,Lost
2120,Qualify,2,8.12,REP_168,APAC,SMB,6.4,6+,2,0,Lost
2120,Opportunity,3,2.27,REP_168,APAC,SMB,6.4,6+,2,0,Lost
2120,Quote,4,6.56,REP_168,APAC,SMB,6.4,6+,2,0,Lost
2121,Lead,1,2.59,REP_151,APAC,Mid-Market,3.1,3-6,3,0,Lost
2121,Qualify,2,3.12,REP_151,APAC,Mid-Market,3.1,3-6,3,0,Lost
2121,Opportunity,3,11.59,REP_151,APAC,Mid-Market,3.1,3-6,3,0,Lost
2122,Lead,1,7.17,REP_111,North America,Enterprise,3.3,3-6,2,0,Won
2122,Qualify,2,10.48,REP_111,North America,Enterprise,3.3,3-6,2,0,Won
2122,Opportunity,3,16.08,REP_111,North America,Enterprise,3.3,3-6,2,0,Won
2122,Quote,4,4.73,REP_111,North America,Enterprise,3.3,3-6,2,0,Won
2122,Close,5,0.74,REP_111,North America,Enterprise,3.3,3-6,2,0,Won
2123,Lead,1,1.55,REP_016,North America,SMB,2.4,1-3,1,4,Lost
2123,Qualify,2,3.43,REP_016,North America,SMB,2.4,1-3,1,4,Lost
2124,Lead,1,3.84,REP_007,APAC,Enterprise,5.4,3-6,4,2,Lost
2124,Qualify,2,6.63,REP_007,APAC,Enterprise,5.4,3-6,4,2,Lost
2124,Opportunity,3,4.39,REP_007,APAC,Enterprise,5.4,3-6,4,2,Lost
2125,Lead,1,1.68,REP_057,North America,SMB,5.6,3-6,4,0,Won
2125,Qualify,2,2.57,REP_057,North America,SMB,5.6,3-6,4,0,Won
2125,Opportunity,3,22.36,REP_057,North America,SMB,5.6,3-6,4,0,Won
2125,Quote,4,9.09,REP_057,North America,SMB,5.6,3-6,4,0,Won
2125,Close,5,0.48,REP_057,North America,SMB,5.6,3-6,4,0,Won
2126,Lead,1,1.55,REP_029,North America,SMB,3.1,3-6,1,0,Won
2126,Qualify,2,4.09,REP_029,North America,SMB,3.1,3-6,1,0,Won
2126,Opportunity,3,1.05,REP_029,North America,SMB,3.1,3-6,1,0,Won
2126,Quote,4,2.86,REP_029,North America,SMB,3.1,3-6,1,0,Won
2126,Close,5,1.91,REP_029,North America,SMB,3.1,3-6,1,0,Won
2127,Lead,1,3.31,REP_155,North America,Mid-Market,4.5,3-6,5,0,Lost
2127,Qualify,2,8.48,REP_155,North America,Mid-Market,4.5,3-6,5,0,Lost
2127,Opportunity,3,3.42,REP_155,North America,Mid-Market,4.5,3-6,5,0,Lost
2128,Lead,1,1.05,REP_038,North America,SMB,2.5,1-3,3,2,Won
2128,Qualify,2,4.31,REP_038,North America,SMB,2.5,1-3,3,2,Won
2128,Opportunity,3,4.94,REP_038,North America,SMB,2.5,1-3,3,2,Won
2128,Quote,4,3.46,REP_038,North America,SMB,2.5,1-3,3,2,Won
2128,Close,5,2.86,REP_038,North America,SMB,2.5,1-3,3,2,Won
2129,Lead,1,3.1,REP_051,North America,Mid-Market,7.0,6+,4,5,Lost
2130,Lead,1,5.66,REP_176,North America,Enterprise,2.1,1-3,2,0,Lost
2130,Qualify,2,5.38,REP_176,North America,Enterprise,2.1,1-3,2,0,Lost
2130,Opportunity,3,11.49,REP_176,North America,Enterprise,2.1,1-3,2,0,Lost
2131,Lead,1,2.25,REP_148,EMEA,SMB,6.8,6+,2,2,Won
2131,Qualify,2,1.37,REP_148,EMEA,SMB,6.8,6+,2,2,Won
2131,Opportunity,3,3.63,REP_148,EMEA,SMB,6.8,6+,2,2,Won
2131,Quote,4,9.06,REP_148,EMEA,SMB,6.8,6+,2,2,Won
2131,Close,5,1.75,REP_148,EMEA,SMB,6.8,6+,2,2,Won
2132,Lead,1,2.49,REP_040,EMEA,Mid-Market,4.3,3-6,2,0,Lost
2132,Qualify,2,5.27,REP_040,EMEA,Mid-Market,4.3,3-6,2,0,Lost
2132,Opportunity,3,6.17,REP_040,EMEA,Mid-Market,4.3,3-6,2,0,Lost
2132,Quote,4,4.54,REP_040,EMEA,Mid-Market,4.3,3-6,2,0,Lost
2133,Lead,1,1.11,REP_070,North America,Enterprise,1.0,1-3,2,1,Won
2133,Qualify,2,10.93,REP_070,North America,Enterprise,1.0,1-3,2,1,Won
2133,Opportunity,3,39.01,REP_070,North America,Enterprise,1.0,1-3,2,1,Won
2133,Quote,4,8.4,REP_070,North America,Enterprise,1.0,1-3,2,1,Won
2133,Close,5,3.8,REP_070,North America,Enterprise,1.0,1-3,2,1,Won
2134,Lead,1,1.95,REP_093,North America,Mid-Market,3.2,3-6,2,0,Lost
2134,Qualify,2,5.54,REP_093,North America,Mid-Market,3.2,3-6,2,0,Lost
2134,Opportunity,3,18.84,REP_093,North America,Mid-Market,3.2,3-6,2,0,Lost
2134,Quote,4,6.4,REP_093,North America,Mid-Market,3.2,3-6,2,0,Lost
2135,Lead,1,3.06,REP_120,EMEA,SMB,3.8,3-6,1,2,Won
2135,Qualify,2,4.05,REP_120,EMEA,SMB,3.8,3-6,1,2,Won
2135,Opportunity,3,4.48,REP_120,EMEA,SMB,3.8,3-6,1,2,Won
2135,Quote,4,2.5,REP_120,EMEA,SMB,3.8,3-6,1,2,Won
2135,Close,5,5.28,REP_120,EMEA,SMB,3.8,3-6,1,2,Won
2136,Lead,1,7.57,REP_169,North America,Enterprise,0.2,0-1,2,3,Won
2136,Qualify,2,8.06,REP_169,North America,Enterprise,0.2,0-1,2,3,Won
2136,Opportunity,3,13.32,REP_169,North America,Enterprise,0.2,0-1,2,3,Won
2136,Quote,4,14.41,REP_169,North America,Enterprise,0.2,0-1,2,3,Won
2136,Close,5,3.38,REP_169,North America,Enterprise,0.2,0-1,2,3,Won
2137,Lead,1,0.72,REP_157,North America,SMB,1.2,1-3,5,2,Lost
2137,Qualify,2,0.52,REP_157,North America,SMB,1.2,1-3,5,2,Lost
2137,Opportunity,3,1.39,REP_157,North America,SMB,1.2,1-3,5,2,Lost
2138,Lead,1,1.93,REP_176,North America,Mid-Market,2.1,1-3,1,3,Lost
2138,Qualify,2,0.85,REP_176,North America,Mid-Market,2.1,1-3,1,3,Lost
2138,Opportunity,3,4.72,REP_176,North America,Mid-Market,2.1,1-3,1,3,Lost
2138,Quote,4,6.49,REP_176,North America,Mid-Market,2.1,1-3,1,3,Lost
2139,Lead,1,2.22,REP_008,APAC,Mid-Market,4.1,3-6,2,3,Lost
2139,Qualify,2,3.04,REP_008,APAC,Mid-Market,4.1,3-6,2,3,Lost
2139,Opportunity,3,10.81,REP_008,APAC,Mid-Market,4.1,3-6,2,3,Lost
2140,Lead,1,2.05,REP_043,EMEA,Mid-Market,1.8,1-3,4,0,Lost
2140,Qualify,2,4.29,REP_043,EMEA,Mid-Market,1.8,1-3,4,0,Lost
2141,Lead,1,1.57,REP_102,EMEA,SMB,5.6,3-6,1,0,Won
2141,Qualify,2,2.16,REP_102,EMEA,SMB,5.6,3-6,1,0,Won
2141,Opportunity,3,7.46,REP_102,EMEA,SMB,5.6,3-6,1,0,Won
2141,Quote,4,7.49,REP_102,EMEA,SMB,5.6,3-6,1,0,Won
2141,Close,5,5.02,REP_102,EMEA,SMB,5.6,3-6,1,0,Won
2142,Lead,1,1.73,REP_009,North America,SMB,6.3,6+,1,0,Won
2142,Qualify,2,1.13,REP_009,North America,SMB,6.3,6+,1,0,Won
2142,Opportunity,3,4.97,REP_009,North America,SMB,6.3,6+,1,0,Won
2142,Quote,4,4.81,REP_009,North America,SMB,6.3,6+,1,0,Won
2142,Close,5,0.69,REP_009,North America,SMB,6.3,6+,1,0,Won
2143,Lead,1,2.21,REP_064,APAC,Mid-Market,1.4,1-3,3,0,Won
2143,Qualify,2,5.24,REP_064,APAC,Mid-Market,1.4,1-3,3,0,Won
2143,Opportunity,3,17.47,REP_064,APAC,Mid-Market,1.4,1-3,3,0,Won
2143,Quote,4,2.29,REP_064,APAC,Mid-Market,1.4,1-3,3,0,Won
2143,Close,5,0.88,REP_064,APAC,Mid-Market,1.4,1-3,3,0,Won
2144,Lead,1,1.06,REP_028,North America,SMB,0.2,0-1,1,0,Won
2144,Qualify,2,1.69,REP_028,North America,SMB,0.2,0-1,1,0,Won
2144,Opportunity,3,5.63,REP_028,North America,SMB,0.2,0-1,1,0,Won
2144,Quote,4,6.97,REP_028,North America,SMB,0.2,0-1,1,0,Won
2144,Close,5,0.57,REP_028,North America,SMB,0.2,0-1,1,0,Won
2145,Lead,1,1.12,REP_168,APAC,Mid-Market,6.4,6+,3,0,Won
2145,Qualify,2,1.72,REP_168,APAC,Mid-Market,6.4,6+,3,0,Won
2145,Opportunity,3,10.9,REP_168,APAC,Mid-Market,6.4,6+,3,0,Won
2145,Quote,4,11.6,REP_168,APAC,Mid-Market,6.4,6+,3,0,Won
2145,Close,5,2.94,REP_168,APAC,Mid-Market,6.4,6+,3,0,Won
2146,Lead,1,1.99,REP_012,LATAM,Mid-Market,0.5,0-1,6,3,Won
2146,Qualify,2,2.57,REP_012,LATAM,Mid-Market,0.5,0-1,6,3,Won
2146,Opportunity,3,20.07,REP_012,LATAM,Mid-Market,0.5,0-1,6,3,Won
2146,Quote,4,20.01,REP_012,LATAM,Mid-Market,0.5,0-1,6,3,Won
2146,Close,5,6.12,REP_012,LATAM,Mid-Market,0.5,0-1,6,3,Won
2147,Lead,1,2.14,REP_027,North America,Mid-Market,4.5,3-6,4,5,Won
2147,Qualify,2,7.42,REP_027,North America,Mid-Market,4.5,3-6,4,5,Won
2147,Opportunity,3,9.83,REP_027,North America,Mid-Market,4.5,3-6,4,5,Won
2147,Quote,4,3.63,REP_027,North America,Mid-Market,4.5,3-6,4,5,Won
2147,Close,5,6.87,REP_027,North America,Mid-Market,4.5,3-6,4,5,Won
2148,Lead,1,1.36,REP_036,North America,SMB,3.3,3-6,4,1,Won
2148,Qualify,2,3.72,REP_036,North America,SMB,3.3,3-6,4,1,Won
2148,Opportunity,3,10.43,REP_036,North America,SMB,3.3,3-6,4,1,Won
2148,Quote,4,1.73,REP_036,North America,SMB,3.3,3-6,4,1,Won
2148,Close,5,0.91,REP_036,North America,SMB,3.3,3-6,4,1,Won
2149,Lead,1,2.93,REP_027,North America,SMB,4.5,3-6,0,1,Lost
2149,Qualify,2,5.6,REP_027,North America,SMB,4.5,3-6,0,1,Lost
2149,Opportunity,3,4.79,REP_027,North America,SMB,4.5,3-6,0,1,Lost
2150,Lead,1,2.2,REP_103,North America,Enterprise,3.7,3-6,4,4,Lost
2151,Lead,1,1.52,REP_066,EMEA,SMB,0.2,0-1,3,0,Lost
2151,Qualify,2,2.21,REP_066,EMEA,SMB,0.2,0-1,3,0,Lost
2152,Lead,1,0.71,REP_165,EMEA,SMB,3.8,3-6,3,1,Lost
2152,Qualify,2,4.43,REP_165,EMEA,SMB,3.8,3-6,3,1,Lost
2152,Opportunity,3,1.71,REP_165,EMEA,SMB,3.8,3-6,3,1,Lost
2152,Quote,4,6.4,REP_165,EMEA,SMB,3.8,3-6,3,1,Lost
2153,Lead,1,3.89,REP_047,North America,SMB,1.0,1-3,1,2,Won
2153,Qualify,2,0.92,REP_047,North America,SMB,1.0,1-3,1,2,Won
2153,Opportunity,3,3.35,REP_047,North America,SMB,1.0,1-3,1,2,Won
2153,Quote,4,6.3,REP_047,North America,SMB,1.0,1-3,1,2,Won
2153,Close,5,4.17,REP_047,North America,SMB,1.0,1-3,1,2,Won
2154,Lead,1,1.35,REP_097,North America,SMB,7.4,6+,2,0,Won
2154,Qualify,2,2.59,REP_097,North America,SMB,7.4,6+,2,0,Won
2154,Opportunity,3,13.87,REP_097,North America,SMB,7.4,6+,2,0,Won
2154,Quote,4,0.92,REP_097,North America,SMB,7.4,6+,2,0,Won
2154,Close,5,1.39,REP_097,North America,SMB,7.4,6+,2,0,Won
2155,Lead,1,0.98,REP_119,North America,Enterprise,3.6,3-6,7,0,Lost
2156,Lead,1,0.67,REP_113,North America,SMB,3.0,1-3,7,3,Won
2156,Qualify,2,2.97,REP_113,North America,SMB,3.0,1-3,7,3,Won
2156,Opportunity,3,6.75,REP_113,North America,SMB,3.0,1-3,7,3,Won
2156,Quote,4,12.66,REP_113,North America,SMB,3.0,1-3,7,3,Won
2156,Close,5,1.82,REP_113,North America,SMB,3.0,1-3,7,3,Won
2157,Lead,1,2.59,REP_144,EMEA,SMB,4.8,3-6,3,2,Won
2157,Qualify,2,7.98,REP_144,EMEA,SMB,4.8,3-6,3,2,Won
2157,Opportunity,3,4.34,REP_144,EMEA,SMB,4.8,3-6,3,2,Won
2157,Quote,4,6.11,REP_144,EMEA,SMB,4.8,3-6,3,2,Won
2157,Close,5,0.74,REP_144,EMEA,SMB,4.8,3-6,3,2,Won
2158,Lead,1,1.83,REP_037,North America,Mid-Market,2.2,1-3,5,4,Lost
2158,Qualify,2,3.16,REP_037,North America,Mid-Market,2.2,1-3,5,4,Lost
2158,Opportunity,3,2.43,REP_037,North America,Mid-Market,2.2,1-3,5,4,Lost
2159,Lead,1,4.15,REP_092,EMEA,SMB,3.3,3-6,1,2,Won
2159,Qualify,2,3.51,REP_092,EMEA,SMB,3.3,3-6,1,2,Won
2159,Opportunity,3,4.39,REP_092,EMEA,SMB,3.3,3-6,1,2,Won
2159,Quote,4,1.99,REP_092,EMEA,SMB,3.3,3-6,1,2,Won
2159,Close,5,1.86,REP_092,EMEA,SMB,3.3,3-6,1,2,Won
2160,Lead,1,1.44,REP_145,North America,SMB,2.8,1-3,1,3,Won
2160,Qualify,2,6.98,REP_145,North America,SMB,2.8,1-3,1,3,Won
2160,Opportunity,3,4.08,REP_145,North America,SMB,2.8,1-3,1,3,Won
2160,Quote,4,6.58,REP_145,North America,SMB,2.8,1-3,1,3,Won
2160,Close,5,0.43,REP_145,North America,SMB,2.8,1-3,1,3,Won
2161,Lead,1,0.69,REP_156,EMEA,Enterprise,1.8,1-3,5,4,Lost
2161,Qualify,2,5.89,REP_156,EMEA,Enterprise,1.8,1-3,5,4,Lost
2161,Opportunity,3,7.58,REP_156,EMEA,Enterprise,1.8,1-3,5,4,Lost
2161,Quote,4,3.92,REP_156,EMEA,Enterprise,1.8,1-3,5,4,Lost
2162,Lead,1,3.77,REP_112,North America,Mid-Market,2.6,1-3,3,1,Lost
2162,Qualify,2,4.28,REP_112,North America,Mid-Market,2.6,1-3,3,1,Lost
2162,Opportunity,3,26.15,REP_112,North America,Mid-Market,2.6,1-3,3,1,Lost
2163,Lead,1,1.07,REP_118,EMEA,SMB,2.7,1-3,3,2,Lost
2163,Qualify,2,3.17,REP_118,EMEA,SMB,2.7,1-3,3,2,Lost
2163,Opportunity,3,1.43,REP_118,EMEA,SMB,2.7,1-3,3,2,Lost
2163,Quote,4,5.56,REP_118,EMEA,SMB,2.7,1-3,3,2,Lost
2164,Lead,1,0.93,REP_156,EMEA,SMB,1.8,1-3,2,2,Lost
2164,Qualify,2,1.96,REP_156,EMEA,SMB,1.8,1-3,2,2,Lost
2164,Opportunity,3,12.08,REP_156,EMEA,SMB,1.8,1-3,2,2,Lost
2165,Lead,1,1.49,REP_113,North America,SMB,3.0,1-3,1,0,Won
2165,Qualify,2,3.12,REP_113,North America,SMB,3.0,1-3,1,0,Won
2165,Opportunity,3,2.99,REP_113,North America,SMB,3.0,1-3,1,0,Won
2165,Quote,4,3.38,REP_113,North America,SMB,3.0,1-3,1,0,Won
2165,Close,5,1.45,REP_113,North America,SMB,3.0,1-3,1,0,Won
2166,Lead,1,0.71,REP_171,North America,SMB,4.4,3-6,4,2,Lost
2166,Qualify,2,0.66,REP_171,North America,SMB,4.4,3-6,4,2,Lost
2166,Opportunity,3,7.28,REP_171,North America,SMB,4.4,3-6,4,2,Lost
2167,Lead,1,2.92,REP_023,LATAM,Mid-Market,2.9,1-3,3,2,Won
2167,Qualify,2,11.04,REP_023,LATAM,Mid-Market,2.9,1-3,3,2,Won
2167,Opportunity,3,12.88,REP_023,LATAM,Mid-Market,2.9,1-3,3,2,Won
2167,Quote,4,3.43,REP_023,LATAM,Mid-Market,2.9,1-3,3,2,Won
2167,Close,5,1.71,REP_023,LATAM,Mid-Market,2.9,1-3,3,2,Won
